Dataset,Chart,Columns
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_prod_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_prod_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_prod_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_prod_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_prod_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_prod_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_production
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_production
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs oil_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs oil_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewable_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewable_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewable_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewable_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewables_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewables_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs other_renewables_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs other_renewables_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs per_capita_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs per_capita_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs primary_energy_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs primary_energy_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs renewables_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs renewables_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs renewables_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs renewables_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs renewables_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs renewables_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs renewables_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs renewables_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs solar_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs solar_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs solar_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs solar_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs solar_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs solar_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs solar_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs solar_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs solar_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs solar_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs solar_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs solar_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs solar_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs solar_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs solar_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs solar_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs wind_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs wind_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs wind_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs wind_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs wind_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs wind_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs wind_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs wind_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs wind_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs wind_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs wind_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs wind_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs wind_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs wind_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_energy_per_capita vs wind_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_energy_per_capita vs wind_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs nuclear_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs nuclear_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_prod_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_prod_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_prod_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_prod_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_prod_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_prod_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_production
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_production
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs oil_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs oil_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewable_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewable_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewable_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewable_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewables_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewables_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs other_renewables_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs other_renewables_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs per_capita_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs per_capita_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs primary_energy_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs primary_energy_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs renewables_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs renewables_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs renewables_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs renewables_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs renewables_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs renewables_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs renewables_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs renewables_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs solar_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs solar_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs solar_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs solar_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs solar_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs solar_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs solar_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs solar_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs solar_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs solar_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs solar_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs solar_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs solar_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs solar_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs solar_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs solar_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs wind_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs wind_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs wind_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs wind_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs wind_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs wind_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs wind_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs wind_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs wind_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs wind_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs wind_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs wind_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs wind_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs wind_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_elec vs wind_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_elec vs wind_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_prod_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_prod_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_prod_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_prod_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_prod_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_prod_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_production
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_production
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs oil_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs oil_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewable_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewable_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewable_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewable_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewables_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewables_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs other_renewables_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs other_renewables_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs per_capita_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs per_capita_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs primary_energy_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs primary_energy_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs renewables_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs renewables_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs renewables_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs renewables_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs renewables_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs renewables_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs renewables_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs renewables_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs solar_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs solar_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs solar_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs solar_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs solar_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs solar_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs solar_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs solar_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs solar_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs solar_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs solar_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs solar_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs solar_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs solar_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs solar_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs solar_share_energy
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs wind_cons_change_pct
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs wind_cons_change_pct
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs wind_cons_change_twh
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs wind_cons_change_twh
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs wind_consumption
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs wind_consumption
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs wind_elec_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs wind_elec_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs wind_electricity
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs wind_electricity
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs wind_energy_per_capita
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs wind_energy_per_capita
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs wind_share_elec
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs wind_share_elec
World Energy Consumption.csv,Scatter Plot,nuclear_share_energy vs wind_share_energy
World Energy Consumption.csv,Bubble Chart,nuclear_share_energy vs wind_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_prod_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_prod_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_prod_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_prod_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_prod_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_prod_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_production
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_production
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs oil_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs oil_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewable_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewable_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewable_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewable_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewables_energy_per_capita
